,Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL,Battery ID
4294,1090,948.25,239.5966387,3.778,3.7,1281.875,1880.38,7312.06,18,4
4295,1091,949.75,240.8823529,3.779,3.698,1281.875,1880.38,7334.62,17,4
4296,1092,949.69,240.605042,3.779,3.697,1286.312,1880.31,7334.62,16,4
4297,1093,948.31,240.09523810000002,3.779,3.697,1286.3435,1880.31,7327.25,15,4
4298,1094,947.81,240.09523810000002,3.779,3.697,1281.812,1880.31,7356.69,14,4
4299,1095,945.94,238.89075630000002,3.779,3.697,1281.875,1880.38,7384.75,13,4
4300,1096,944.25,239.3823529,3.778,3.699,1276.313,1880.31,7395.19,12,4
4301,1097,942.0,238.0,3.778,3.698,1272.312,1880.31,7351.69,11,4
4302,1098,941.19,237.57983190000002,3.7769999999999997,3.715,1263.875,1844.38,7376.0,10,4
4303,1099,939.06,236.33333330000002,3.7769999999999997,3.699,1260.313,1844.31,7324.25,9,4
4304,1100,937.88,235.90476189999998,3.7760000000000002,3.7,1259.375,1844.38,7299.06,8,4
4305,1101,938.75,236.2941176,3.7769999999999997,3.699,1254.875,1844.38,7303.25,7,4
4306,1102,937.12,236.2941176,3.7769999999999997,3.699,1259.375,1844.38,7290.62,6,4
4307,1103,933.81,234.7941429,3.7760000000000002,3.7,1254.875,1844.38,7338.0,5,4
4308,1104,925.75,230.4,3.773,3.7,1245.875,1844.38,7254.12,4,4
4309,1105,921.62,228.6,3.772,3.702,1227.813,1808.31,7200.69,3,4
4310,1106,919.12,228.2571429,3.77,3.702,1218.812,1808.31,7231.31,2,4
4311,1107,914.06,211.9005,3.758,3.81,847.375,1561.0,8065.69,1,4
4312,1108,949261.22,161718.425,4.209,3.267,48869.988,875200.7,875200.7,0,4
4313,1,2590.02,1239.007,3.66,3.225,5376.0,6678.01,10821.98,1133,5
4314,2,7342.94,1284.496,4.237,3.242,5424.991,6678.02,10543.36,1132,5
4315,3,7309.44,1201.674667,4.239,3.248,5411.008000000001,6656.99,10471.59,1131,5
4316,4,7298.15,1168.993,4.2410000000000005,3.2510000000000003,5404.0,6650.02,10320.89,1130,5
4317,6,64732.97,1176.0,4.2860000000000005,3.253,5396.993,107396.87,107396.87,1128,5
4318,7,3329.98,1026.961714,3.698,3.485,5074.6211539999995,5940.0,5940.0,1127,5
4319,8,6029.98,1055.486442,4.044,3.478,5081.530615,5940.0,5940.0,1126,5
4320,9,6029.98,1057.787766,4.046,3.4789999999999996,5065.71,5940.0,5940.0,1125,5
4321,10,6029.98,1070.0017779999998,4.044,3.483,5052.855,5940.0,5940.0,1124,5
4322,11,423018.97,3960.0,4.269,3.123,220326.367,429677.93,429677.93,1123,5
4323,12,8414.98,888.0,4.032,3.903,1940.352,2913.34,6140.32,1122,5
4324,13,2263.2,888.0,4.0360000000000005,3.37,5202.335999999999,6168.32,9423.33,1121,5
4325,14,2260.8,885.5989999999999,4.0360000000000005,3.37,5202.367,6175.36,9395.36,1120,5
4326,15,2258.4,880.801,4.037,3.3689999999999998,5195.3279999999995,6168.32,9388.32,1119,5
4327,16,2256.0,880.8,4.038,3.3680000000000003,5195.234,6161.25,9381.25,1118,5
4328,17,2253.6,878.403,4.039,3.3680000000000003,5188.321,6154.34,9353.34,1117,5
4329,18,2251.2,876.0,4.039,3.3680000000000003,5174.305,6147.3,9332.29,1116,5
4330,19,2246.4,871.203,4.039,3.3680000000000003,5167.3279999999995,6140.32,9360.32,1115,5
4331,20,2244.0,866.398,4.039,3.3689999999999998,5160.352,6126.37,9304.35,1114,5
4332,21,2241.6,866.3989999999999,4.039,3.3689999999999998,5153.281,6119.27,9332.26,1113,5
4333,22,2239.2,864.0,4.039,3.37,5139.3279999999995,6112.32,9297.34,1112,5
4334,23,2234.41,856.797,4.039,3.3710000000000004,5132.321,6105.31,9292.23,1111,5
4335,24,2234.39,859.203,4.04,3.3710000000000004,5125.25,6098.23,9283.23,1110,5
4336,25,2234.73,856.797,4.04,3.372,5125.344,6091.33,9283.33,1109,5
4337,26,2232.0,854.4060000000001,4.04,3.372,5118.312,6084.3,9262.31,1108,5
4338,27,2229.61,852.0,4.04,3.372,5111.3279999999995,6077.34,9276.33,1107,5
4339,28,2227.19,849.61,4.04,3.372,5100.8365,6070.34,9234.34,1106,5
4340,29,2224.8,844.812,4.04,3.373,5097.344,6063.33,9255.33,1105,5
4341,30,2222.36,842.4069999999999,4.04,3.3739999999999997,5090.3279999999995,6056.31,9255.33,1104,5
4342,31,2220.0,844.797,4.04,3.3739999999999997,5083.3279999999995,6049.34,9234.33,1103,5
4343,32,2220.0,840.0,4.04,3.3739999999999997,5076.313,6049.34,9206.33,1102,5
4344,33,2217.59,840.0,4.04,3.375,5076.312,6042.33,9248.34,1101,5
4345,34,2215.2,835.203,4.04,3.3760000000000003,5069.343,6035.33,9220.33,1100,5
4346,35,2215.22,830.4060000000001,4.021,3.688,5026.031,5999.03,9275.03,1099,5
4347,36,2222.38,830.4060000000001,4.038,3.676,5041.375,6014.38,9269.38,1098,5
4348,37,2222.41,835.2189999999999,4.04,3.3789999999999996,5076.312,6049.34,9241.34,1097,5
4349,38,2220.0,832.7810000000001,4.04,3.3760000000000003,5076.313,6049.34,9248.31,1096,5
4350,39,2215.19,828.0,4.04,3.377,5069.343,6035.34,9227.34,1095,5
4351,40,2212.78,828.0,4.04,3.378,5055.344,6028.34,9227.34,1094,5
4352,41,2210.41,823.2189999999999,4.04,3.378,5048.312,6014.34,9213.34,1093,5
4353,42,2208.0,823.188,4.04,3.3789999999999996,5041.187,6007.19,9192.19,1092,5
4354,43,2208.0,823.188,4.04,3.3789999999999996,5034.344,6007.31,9192.31,1091,5
4355,44,2205.59,820.813,4.04,3.38,5027.375,6000.38,9171.38,1090,5
4356,45,2203.19,818.375,4.04,3.3810000000000002,5020.344,5993.38,9157.38,1089,5
4357,46,2200.81,816.0,4.039,3.3810000000000002,5013.375,5986.38,9171.38,1088,5
4358,47,2198.41,813.5939999999999,4.039,3.3819999999999997,5006.313,5979.28,9122.31,1087,5
4359,48,2196.0,813.625,4.039,3.383,4999.375,5972.34,9164.34,1086,5
4360,49,2193.59,811.2189999999999,4.039,3.385,4992.343,5965.38,9136.34,1085,5
4361,50,2193.59,808.813,4.039,3.383,4992.344,5958.38,9150.38,1084,5
4362,51,2191.19,811.2189999999999,4.039,3.384,4985.406,5958.41,9136.38,1083,5
4363,52,2191.91,806.4060000000001,4.039,3.384,4978.312,5951.31,9129.34,1082,5
4364,53,2188.81,806.4069999999999,4.039,3.385,4978.343,5944.34,9143.34,1081,5
4365,54,2186.38,804.0,4.039,3.386,4971.407,5937.41,9101.41,1080,5
4366,55,2186.44,804.0,4.038,3.386,4964.375,5930.38,9122.38,1079,5
4367,56,2184.0,801.563,4.038,3.387,4957.313,5930.31,9157.31,1078,5
4368,57,2184.0,801.625,4.038,3.387,4957.375,5923.38,9115.38,1077,5
4369,58,2181.56,799.25,4.038,3.387,4950.312,5923.31,9115.31,1076,5
4370,59,2179.19,789.625,4.018,3.7089999999999996,4914.0,5887.0,9170.0,1075,5
4371,60,205853.38,3080.01,4.271,3.17,71099.99900000001,82440.0,82440.0,1074,5
4372,61,2172.0,794.4,3.998,3.398,5207.0070000000005,6164.61,9548.61,1073,5
4373,62,2172.0,796.8,4.0,3.3930000000000002,4976.48,5912.48,9188.48,1072,5
4374,63,2172.0,795.0,4.001,3.391,4976.32,5912.32,9188.32,1071,5
4375,64,2172.0,795.0,4.001,3.392,4969.183,5912.38,9152.38,1070,5
4376,65,2172.0,795.0,4.001,3.3930000000000002,4961.952,5912.35,9152.35,1069,5
4377,66,2172.0,795.0,4.001,3.3930000000000002,4952.355,5912.35,9152.35,1068,5
4378,67,2160.0,790.8,4.001,3.3939999999999997,4947.52,5912.32,9116.32,1067,5
4379,68,2160.0,790.8,4.001,3.395,4940.352,5876.35,9152.35,1066,5
4380,69,2160.0,788.8,4.001,3.395,4933.089,5876.29,9116.29,1065,5
4381,70,2160.03,788.8,4.001,3.395,4928.32,5876.32,9116.32,1064,5
4382,71,2160.0,788.8,4.002,3.3960000000000004,4922.32,5876.32,9080.32,1063,5
4383,72,2160.0,788.8,4.002,3.397,4916.32,5876.32,9116.32,1062,5
4384,73,2160.0,784.8,4.002,3.3960000000000004,4911.528,5876.33,9080.33,1061,5
4385,74,2148.0,784.8,4.002,3.397,4904.359,5840.36,9080.36,1060,5
4386,75,2148.0,780.8,4.002,3.398,4904.234,5840.23,9080.23,1059,5
4387,76,2148.0,780.0,4.002,3.3989999999999996,4892.2970000000005,5840.3,9044.3,1058,5
4388,77,2148.0,780.0155,4.001,3.4,4889.928,5840.33,9080.33,1057,5
4389,78,2148.0,778.0,4.002,3.4,4882.76,5840.36,9044.36,1056,5
4390,79,2148.0,774.0,4.002,3.4,4880.3279999999995,5840.33,9044.33,1055,5
4391,80,2148.0,774.0,4.002,3.4,4875.559,5840.36,9116.36,1054,5
4392,81,2136.0,773.0,4.001,3.4019999999999997,4868.4529999999995,5804.45,9044.45,1053,5
4393,82,2136.0,771.0,4.002,3.403,4868.391,5804.39,9044.39,1052,5
4394,83,2136.0,769.6,4.002,3.4019999999999997,4861.144,5804.34,9044.34,1051,5
4395,84,2150.41,763.2189999999999,4.013,3.7310000000000003,4816.0,5789.0,9128.0,1050,5
4396,85,2148.0,760.8,3.9989999999999997,3.722,4820.313,5768.31,9116.31,1049,5
4397,86,2148.0,768.0,4.001,3.406,4862.312,5804.31,9116.31,1048,5
4398,87,2136.0,768.0,4.001,3.404,4862.312,5804.31,9080.31,1047,5
4399,88,2136.0,764.0,4.001,3.405,4856.313,5804.31,9044.31,1046,5
4400,89,2136.0,762.0155,4.002,3.405,4850.344,5804.34,9044.34,1045,5
4401,90,2136.0,762.0,4.001,3.406,4844.343,5804.34,9044.34,1044,5
4402,91,2136.0,762.4,4.001,3.406,4839.388,5804.19,9044.19,1043,5
4403,92,2136.0,758.4,4.001,3.406,4832.343,5768.34,9044.34,1042,5
4404,93,2124.0,760.8,4.0,3.407,4825.113,5768.31,9008.31,1041,5
4405,94,2124.0,756.8,4.0,3.407,4820.344,5768.34,9008.34,1040,5
4406,95,2124.0,756.0,4.0,3.409,4814.2970000000005,5768.31,9008.31,1039,5
4407,96,2124.0,755.2,4.001,3.409,4808.343,5768.34,9008.34,1038,5
4408,97,2124.0,755.2,4.001,3.409,4802.219,5768.22,9008.22,1037,5
4409,98,2124.0,751.2,4.0,3.409,4796.344,5768.34,9015.5,1036,5
4410,99,2124.0,753.0,4.0,3.411,4796.344,5732.34,8972.34,1035,5
4411,100,2123.69,749.6,3.9989999999999997,3.411,4791.331,5734.53,8974.53,1034,5
4412,101,2112.0,750.0,4.0,3.411,4781.975,5732.38,9008.38,1033,5
4413,102,2120.91,750.0,3.9989999999999997,3.412,4778.375,5732.38,9008.38,1032,5
4414,103,2112.0,748.0,3.9989999999999997,3.412,4772.343,5732.34,9008.38,1031,5
4415,104,2117.12,746.4,3.9989999999999997,3.4130000000000003,4767.575,5732.38,8900.38,1030,5
4416,105,2112.0,746.4,3.9989999999999997,3.4130000000000003,4766.313,5732.31,8972.31,1029,5
4417,106,2112.0,746.4,3.9989999999999997,3.4130000000000003,4760.188,5732.19,8972.19,1028,5
4418,107,2112.0,742.0,3.998,3.4139999999999997,4701.613,5680.81,8992.81,1027,5
4419,108,2123.0,736.812,4.0089999999999995,3.7439999999999998,4732.0,5712.0,9079.06,1026,5
4420,109,202900.55,2820.0,4.271,3.2289999999999996,69480.00200000001,80789.99,80789.99,1025,5
4421,110,2124.0,741.0,3.99,3.407,5048.32,6020.32,9476.32,1024,5
4422,111,2124.0,745.2,3.9930000000000003,3.4160000000000004,4784.353,5732.35,9080.35,1023,5
4423,112,2124.0,746.002,3.9930000000000003,3.4139999999999997,4790.351,5732.35,9044.35,1022,5
4424,113,2112.0,744.8,3.9939999999999998,3.415,4784.32,5732.32,9044.32,1021,5
4425,114,2112.0,744.8,3.9939999999999998,3.4160000000000004,4781.916,5732.32,9008.32,1020,5
4426,115,2112.0,744.8,3.9939999999999998,3.417,4774.721,5732.32,9044.32,1019,5
4427,116,2112.0,742.8,3.9939999999999998,3.4160000000000004,4767.5509999999995,5732.35,9008.35,1018,5
4428,117,2112.0,742.0,3.9939999999999998,3.418,4760.32,5696.32,9008.32,1017,5
4429,118,2112.0,742.0,3.9939999999999998,3.418,4753.12,5696.32,9008.32,1016,5
4430,119,2110.17,738.0,3.9939999999999998,3.4189999999999996,4745.92,5696.32,9008.32,1015,5
4431,120,2100.0,738.0,3.9939999999999998,3.4189999999999996,4738.72,5696.32,9008.32,1014,5
4432,121,2100.0,738.0,3.9939999999999998,3.42,4731.482,5696.28,8972.29,1013,5
4433,122,2100.0,734.0,3.9939999999999998,3.42,4730.312,5660.31,9008.31,1012,5
4434,123,2100.0,732.8,3.995,3.4210000000000003,4724.281,5660.28,9008.28,1011,5
4435,124,2100.0,733.2,3.995,3.4210000000000003,4717.144,5660.34,9008.34,1010,5
4436,125,2088.0,731.2,3.9939999999999998,3.4219999999999997,4706.39,5660.39,8972.39,1009,5
4437,126,2088.0,729.6,3.9939999999999998,3.423,4700.36,5660.36,8961.89,1008,5
4438,127,2088.0,725.6,3.9939999999999998,3.423,4694.359,5624.36,8972.36,1007,5
4439,128,2088.0,725.6,3.995,3.424,4688.343,5624.34,8972.34,1006,5
4440,129,2088.0,726.0,3.9939999999999998,3.424,4682.344,5624.34,8972.34,1005,5
4441,130,2088.0,726.0,3.995,3.424,4676.359,5624.36,8972.36,1004,5
4442,131,2088.0,726.0,3.995,3.426,4673.944,5624.34,8972.34,1003,5
4443,132,2076.0,720.0,3.995,3.426,4664.329000000001,5624.33,8936.33,1002,5
4444,133,2090.38,715.2189999999999,4.006,3.763,4613.0,5586.03,9023.03,1001,5
4445,134,2088.0,715.2,3.991,3.755,4616.344,5588.34,9044.34,1000,5
4446,135,2088.0,722.4,3.9939999999999998,3.429,4666.744000000001,5624.34,8972.34,999,5
4447,136,2075.97,722.4,3.9930000000000003,3.428,4670.343,5624.34,8936.34,998,5
4448,137,2076.0,719.0,3.9939999999999998,3.427,4659.575,5624.38,8936.38,997,5
4449,138,2076.0,718.8,3.9930000000000003,3.428,4652.312,5588.31,8972.31,996,5
4450,139,2076.0,719.2,3.9930000000000003,3.428,4645.081,5588.28,8936.28,995,5
4451,140,2076.0,715.2,3.9930000000000003,3.43,4637.913,5588.31,8900.31,994,5
4452,141,2076.0,715.2,3.9930000000000003,3.43,4630.744000000001,5588.34,8900.34,993,5
4453,142,2075.38,717.0,3.9930000000000003,3.429,4628.312,5588.31,8936.31,992,5
4454,143,2064.0,713.6,3.9930000000000003,3.431,4622.312,5552.31,8900.31,991,5
4455,144,2064.0,712.0,3.992,3.431,4616.313,5552.31,8900.31,990,5
4456,145,2064.0,710.4,3.992,3.432,4604.219,5552.22,8864.22,989,5
4457,146,2064.0,710.4,3.992,3.4330000000000003,4598.344,5552.34,8900.34,988,5
4458,147,2064.0,706.4,3.992,3.4330000000000003,4592.343,5552.34,8900.34,987,5
4459,148,2052.0,706.4,3.992,3.435,4587.481,5552.28,8864.28,986,5
4460,149,2052.0,706.4,3.992,3.4339999999999997,4586.343,5516.34,8900.34,985,5
4461,150,2052.0,704.992,3.992,3.4330000000000003,4580.375,5516.38,8900.38,984,5
4462,151,2052.0,704.8,3.992,3.435,4574.218,5516.22,8900.22,983,5
4463,152,2052.0,704.8,3.992,3.435,4568.344,5516.34,8864.34,982,5
4464,153,2052.0,700.8,3.992,3.437,4565.912,5516.31,8864.31,981,5
4465,154,2052.0,703.2,3.991,3.4360000000000004,4562.375,5516.38,8864.38,980,5
4466,155,2052.0,699.2,3.991,3.438,4556.312,5516.31,8900.31,979,5
4467,156,2040.0,699.6,3.991,3.437,4550.375,5480.38,8864.38,978,5
4468,157,2054.44,693.562,4.002,3.772,4494.0,5467.0,8946.0,977,5
4469,158,2064.0,694.4,3.984,3.7769999999999997,4450.752,5444.35,8972.35,976,5
4470,159,2064.0,701.6,3.986,3.437,4592.353,5516.35,8936.35,975,5
4471,160,2064.0,703.2,3.986,3.435,4592.321,5552.32,8936.32,974,5
4472,161,2052.0,699.2,3.986,3.4360000000000004,4587.521,5516.32,8936.32,973,5
4473,162,2060.29,699.2,3.987,3.4360000000000004,4580.351,5516.35,8936.35,972,5
4474,163,2052.0,699.2,3.987,3.4360000000000004,4573.151,5516.35,8900.35,971,5
4475,164,2052.0,699.2,3.987,3.437,4565.952,5516.35,8900.35,970,5
4476,165,2052.0,699.2,3.986,3.437,4558.619000000001,5516.22,8900.22,969,5
4477,166,2040.0,699.2,3.987,3.438,4550.32,5480.32,8900.32,968,5
4478,167,2040.0,697.2,3.986,3.438,4544.32,5480.32,8900.32,967,5
4479,168,2040.0,695.2,3.987,3.4389999999999996,4537.152,5480.35,8936.35,966,5
4480,169,2040.0,695.2,3.987,3.4389999999999996,4529.951,5480.35,8900.35,965,5
4481,170,2040.0,695.2,3.988,3.4410000000000003,4522.713,5480.31,8900.31,964,5
4482,171,2040.0,695.2,3.988,3.4410000000000003,4522.625,5446.62,8902.62,963,5
4483,172,2028.0,691.2,3.988,3.4410000000000003,4508.313,5444.31,8900.31,962,5
4484,173,2028.0,691.2,3.988,3.443,4508.3279999999995,5444.33,8900.33,961,5
4485,174,2028.0,689.6,3.988,3.443,4496.3279999999995,5444.33,8900.33,960,5
4486,175,2028.0,687.6,3.988,3.443,4490.25,5444.25,8864.25,959,5
4487,176,2028.0,688.0,3.988,3.443,4484.219,5408.22,8900.22,958,5
4488,177,2028.0,684.0,3.988,3.444,4478.344,5408.34,8864.34,957,5
4489,178,2028.0,684.0,3.988,3.445,4472.437,5408.44,8864.44,956,5
4490,179,2016.0,684.0,3.988,3.445,4465.284000000001,5408.48,8828.48,955,5
4491,180,2016.0,680.0103333,3.988,3.446,4460.3279999999995,5408.33,8828.33,954,5
4492,181,2028.0,679.2189999999999,3.9989999999999997,3.779,4403.0,5376.0,8946.03,953,5
4493,182,2016.0,679.2,3.985,3.772,4400.312,5372.31,8936.31,952,5
4494,183,2028.0,682.4,3.988,3.45,4460.375,5408.38,8864.38,951,5
4495,184,2016.0,680.4,3.987,3.447,4465.05,5408.25,8864.25,950,5
4496,185,2016.0,678.4,3.987,3.447,4454.313,5408.31,8828.31,949,5
4497,186,2016.0,676.8,3.987,3.448,4448.344,5372.34,8828.34,948,5
4498,187,2016.0,676.8,3.987,3.448,4442.344,5372.34,8828.34,947,5
4499,188,2016.0,675.2,3.987,3.448,4436.344,5372.34,8828.34,946,5
4500,189,2004.0,673.2,3.987,3.449,4429.081,5372.28,8792.28,945,5
4501,190,2004.0,673.6,3.986,3.45,4421.880999999999,5372.28,8828.28,944,5
4502,191,2012.78,673.6,3.987,3.45,4418.344,5372.34,8843.47,943,5
4503,192,2004.0,669.6,3.986,3.451,4412.282,5372.28,8828.28,942,5
4504,193,2004.0,672.0,3.986,3.451,4406.312,5336.31,8792.31,941,5
4505,194,2004.0,668.0,3.986,3.452,4400.25,5336.25,8843.28,940,5
4506,195,2004.0,668.4,3.986,3.4530000000000003,4393.05,5336.25,8828.25,939,5
4507,196,1992.0,666.4,3.986,3.4530000000000003,4388.219,5336.22,8792.22,938,5
4508,197,1992.0,664.0,3.985,3.4530000000000003,4382.344,5336.34,8828.34,937,5
4509,198,1992.0,664.0,3.986,3.4539999999999997,4378.619000000001,5336.22,8828.22,936,5
4510,199,1992.0,664.8,3.986,3.4539999999999997,4376.312,5300.31,8792.31,935,5
4511,200,1992.0,663.2,3.985,3.4539999999999997,4371.544,5300.34,8792.34,934,5
4512,201,1992.0,661.2,3.985,3.4560000000000004,4364.312,5300.31,8756.31,933,5
4513,202,1992.0,661.6,3.984,3.455,4364.344,5300.34,8756.34,932,5
4514,203,1992.0,657.6,3.985,3.4560000000000004,4358.25,5300.25,8756.25,931,5
4515,204,1980.0,656.0,3.984,3.4560000000000004,4352.313,5300.31,8792.31,930,5
4516,205,1989.56,652.75,3.9939999999999998,3.785,4284.0,5250.0,8869.0,929,5
4517,206,200351.9,2820.0,4.268,3.2739999999999996,66990.016,78270.02,78270.02,928,5
4518,207,2004.0,654.4,3.9730000000000003,3.449,4767.584,5768.38,9476.38,927,5
4519,208,2004.0,662.4,3.977,3.46,4394.32,5336.32,8864.32,926,5
4520,209,2004.0,662.0,3.977,3.458,4412.354,5336.35,8864.35,925,5
4521,210,2004.0,660.0,3.978,3.458,4406.32,5336.32,8864.32,924,5
4522,211,2004.0,664.0,3.978,3.4589999999999996,4400.32,5336.32,8864.32,923,5
4523,212,2004.0,664.0,3.9789999999999996,3.4589999999999996,4400.321,5336.32,8828.32,922,5
4524,213,2004.0,661.9948333,3.9789999999999996,3.4589999999999996,4393.089,5336.29,8828.29,921,5
4525,214,1992.0,661.6,3.9789999999999996,3.4589999999999996,4382.32,5300.32,8864.32,920,5
4526,215,1992.0,660.0319999999999,3.978,3.4589999999999996,4376.383,5300.38,8828.38,919,5
4527,216,1992.0,657.6,3.9789999999999996,3.4610000000000003,4370.195,5300.19,8828.19,918,5
4528,217,1992.0,657.6,3.9789999999999996,3.46,4358.289000000001,5300.29,8828.29,917,5
4529,218,1992.0,657.6,3.9789999999999996,3.4610000000000003,4352.352,5300.35,8828.35,916,5
4530,219,1980.0,658.0,3.9789999999999996,3.4610000000000003,4349.880999999999,5264.28,8792.28,915,5
4531,220,1980.03,657.6,3.98,3.4610000000000003,4342.728,5264.33,8792.33,914,5
4532,221,1980.0,653.6,3.98,3.4610000000000003,4335.465,5264.26,8828.26,913,5
4533,222,1980.0,652.0,3.98,3.4619999999999997,4328.281,5264.28,8828.28,912,5
4534,223,1980.0,652.0,3.98,3.4619999999999997,4321.16,5264.36,8792.36,911,5
4535,224,1968.0,648.0,3.98,3.463,4313.928,5228.33,8792.33,910,5
4536,225,1968.0,650.0,3.98,3.466,4306.687,5230.69,8794.69,909,5
4537,226,1968.0,646.4,3.98,3.464,4298.235,5228.23,8792.23,908,5
4538,227,1968.0,646.4,3.98,3.464,4292.344,5228.34,8792.34,907,5
4539,228,1968.0,648.0,3.98,3.465,4285.19,5228.39,8792.39,906,5
4540,229,1968.0,644.8,3.98,3.465,4280.2970000000005,5228.3,8720.3,905,5
4541,230,1968.0,640.781,3.99,3.7880000000000003,4214.031,5180.0,8869.0,904,5
4542,231,1968.0,640.0,3.977,3.782,4205.943,5156.34,8828.34,903,5
4543,232,1968.0,643.2,3.9789999999999996,3.469,4274.343,5192.34,8756.34,902,5
4544,233,1968.0,644.8,3.9789999999999996,3.467,4280.312,5228.31,8792.31,901,5
4545,234,1968.0,643.2,3.9789999999999996,3.467,4274.343,5192.34,8756.34,900,5
4546,235,1956.0,640.0,3.9789999999999996,3.467,4263.513,5192.31,8720.31,899,5
4547,236,1956.0,639.6,3.9789999999999996,3.468,4256.344,5192.34,8720.34,898,5
4548,237,1956.0,640.0,3.978,3.468,4249.144,5192.34,8756.34,897,5
4549,238,1956.0,640.0,3.978,3.469,4241.944,5192.34,8756.34,896,5
4550,239,1956.0,636.0,3.978,3.469,4238.313,5156.31,8720.31,895,5
4551,240,1956.0,636.031,3.978,3.47,4234.712,5156.31,8720.31,894,5
4552,241,1944.0,638.0,3.978,3.47,4227.544,5156.34,8764.66,893,5
4553,242,1944.0,634.4,3.978,3.469,4220.344,5156.34,8756.34,892,5
4554,243,1944.0,634.0,3.977,3.47,4220.312,5156.31,8720.31,891,5
4555,244,1944.0,632.8,3.978,3.47,4208.344,5156.34,8684.34,890,5
4556,245,1944.0,630.0,3.977,3.47,4205.912,5156.31,8684.31,889,5
4557,246,1944.0,631.2,3.977,3.472,4198.712,5120.31,8684.31,888,5
4558,247,1944.0,627.2,3.977,3.472,4196.344,5120.34,8720.34,887,5
4559,248,1932.0,627.2,3.977,3.472,4191.544,5120.34,8684.34,886,5
4560,249,1932.0,628.0,3.977,3.472,4190.25,5120.25,8684.25,885,5
4561,250,1932.0,626.0,3.9760000000000004,3.472,4184.281,5120.28,8684.28,884,5
4562,251,1932.0,623.937,3.9760000000000004,3.4730000000000003,4177.143,5120.34,8720.31,883,5
4563,252,1932.0,624.0,3.9760000000000004,3.4739999999999998,4169.913,5084.31,8684.31,882,5
4564,253,1932.0,622.0,3.975,3.475,4166.312,5084.31,8720.31,881,5
4565,254,1929.62,616.813,3.984,3.793,4081.0,5047.0,8792.0,880,5
4566,255,1932.0,617.6,3.967,3.7880000000000003,4069.087,5012.29,8756.29,879,5
4567,256,1932.0,620.8,3.969,3.477,4155.519,5084.32,8720.32,878,5
4568,257,1932.0,625.6,3.972,3.4739999999999998,4162.752,5084.35,8720.35,877,5
4569,258,1932.0,626.0,3.9730000000000003,3.4739999999999998,4169.918,5084.32,8720.32,876,5
4570,259,1932.0,627.6,3.9730000000000003,3.472,4169.952,5084.35,8684.35,875,5
4571,260,1932.0,627.2,3.9730000000000003,3.4730000000000003,4162.755,5084.35,8720.35,874,5
4572,261,1932.0,627.2,3.9730000000000003,3.4730000000000003,4160.379,5084.38,8720.38,873,5
4573,262,1932.0,627.2,3.9730000000000003,3.4730000000000003,4154.226,5084.23,8720.23,872,5
4574,263,1920.0,625.2,3.9730000000000003,3.4730000000000003,4148.2570000000005,5084.26,8720.26,871,5
4575,264,1920.0,625.2,3.9730000000000003,3.4730000000000003,4141.152,5084.35,8684.35,870,5
4576,265,1920.0,623.2,3.9739999999999998,3.475,4136.32,5048.32,8720.32,869,5
4577,266,1920.0,623.2,3.9739999999999998,3.4739999999999998,4130.351,5048.35,8720.35,868,5
4578,267,1920.0,619.2,3.9739999999999998,3.475,4126.744000000001,5048.34,8756.34,867,5
4579,268,1920.0,619.2,3.9739999999999998,3.475,4124.359,5048.36,8720.36,866,5
4580,269,1920.0,619.2,3.975,3.475,4118.313,5048.31,8758.66,865,5
4581,270,1920.0,616.0,3.975,3.4760000000000004,4112.36,5048.36,8756.36,864,5
4582,271,1920.0,617.6,3.975,3.4760000000000004,4105.144,5048.34,8720.34,863,5
4583,272,1908.0,616.0,3.9739999999999998,3.477,4100.3279999999995,5012.33,8720.33,862,5
4584,273,1908.0,612.0,3.9739999999999998,3.477,4094.218,5012.22,8756.22,861,5
4585,274,1908.0,614.4,3.9730000000000003,3.478,4088.312,5012.31,8684.31,860,5
4586,275,1908.0,610.4,3.9730000000000003,3.4789999999999996,4082.313,5012.31,8695.27,859,5
4587,276,1908.0,612.8,3.9730000000000003,3.4789999999999996,4076.36,5012.36,8684.36,858,5
4588,277,1908.0,610.0,3.9730000000000003,3.478,4076.297,5012.3,8684.3,857,5
4589,278,1905.59,604.812,3.9810000000000003,3.7960000000000003,4004.0,4963.0,8736.0,856,5
4590,279,1908.0,605.6,3.97,3.7910000000000004,3989.9440000000004,4940.34,8684.34,855,5
4591,280,1908.0,606.0,3.97,3.483,4070.313,5012.31,8684.31,854,5
4592,281,1908.0,608.0,3.972,3.4819999999999998,4064.344,4976.34,8648.34,853,5
4593,282,1908.0,608.0,3.971,3.4810000000000003,4070.312,5012.31,8648.31,852,5
4594,283,1896.0,605.6,3.972,3.4810000000000003,4069.112,5012.31,8648.31,851,5
4595,284,1896.0,604.0,3.971,3.4819999999999998,4058.344,4976.34,8648.34,850,5
4596,285,1895.97,600.0,3.97,3.483,4047.5440000000003,4976.34,8612.34,849,5
4597,286,1896.0,602.0,3.97,3.484,4046.375,4976.38,8648.38,848,5
4598,287,1896.0,598.4,3.97,3.483,4040.344,4976.34,8648.34,847,5
4599,288,1896.0,600.0,3.97,3.485,4034.187,4976.19,8612.19,846,5
